Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Tweet,? ?? ?,2024-06-18,"Elyu all over my feed, ok now I miss elyu.",Experience,"Elyu all over my feed, ok now I miss elyu.",elyu feed ok miss elyu,0.235,0.441,0.324,0.1531,positive
Tweet,Sofia,2022-02-12,"That one of the hostel in San Juan had poor maintenance, and the staff was unhelpful.",Accomodation,"That one of the hostels in San Juan had poor maintenance, and the staff was unhelpful.",one hostel san juan poor maintenance staff unhelpful,0.307,0.693,0.0,-0.4767,negative
Post,Lakwatserong Diegoá,2023-01-22,ELYU INASAL- A must try restaurant in La Union. Tara Kain na!,Food,ELYU INASAL- A must try restaurant in La Union. Let's eat!,elyu inasal must try restaurant la union let eat,0.0,1.0,0.0,0.0,positive
Reply,????????,2022-09-28,"Surfing in Urbiz was exhilarating, but the waves were a bit too intense for me.",Experience,"Surfing in Urbiz was exhilarating, but the waves were a bit too intense for me.",surfing urbiz exhilarating wave bit intense,0.0,0.5,0.5,0.4588,positive
Post,Denise Ocampo Mateo,2022-11-27,"
Accommodating . They are responsive online. No hassle when booking. Tentatively, no downpayment was required.
We booked a studio type room. It was clean and spacious. I did not expect it for that price. 
it is very scenic. The balcony view itself and the pool view is relaxing. We've been to La Union several times so we know that San Juan is a busy place. . But inside the hotel feels calm and relaxing. it is also very accessible to famous restaurants in La Union.
My husband and I enjoyed our stay here. Thank you so much! ",Accomodation,"Accommodating. They are responsive online. No hassle when booking. Tentatively, no downpayment was required.
We booked a studio type room. It was clean and spacious. I didn't expect it for that price. 
it is very scenic. The balcony view itself and the pool view is relaxing. We've been to La Union several times so we know that San Juan is a busy place. . But inside the hotel feels calm and relaxing. it is also very accessible to famous restaurants in La Union.
My husband and I enjoyed our stay here. Thank you so much!",accommodating responsive online hassle booking tentatively downpayment required booked studio type room clean spacious didnt expect price scenic balcony view pool view relaxing weve la union several time know san juan busy place inside hotel feel calm relaxing also accessible famous restaurant la union husband enjoyed stay thank much,0.0,0.681,0.319,0.9565,positive
Post,Gilbert Dela Torre,2020-07-10,El Union Coffee makes the best iced lattes in Elyu! Perfect after a hot day at the beach.,Experience,El Union Coffee makes the best iced lattes in Elyu! Perfect after a hot day at the beach.,el union coffee make best iced latte elyu perfect hot day beach,0.0,0.559,0.441,0.836,positive
Post,Xarl Wenzel,2024-07-02,"INN TAYON ELYU exceeded my expectations, and I highly recommend it to anyone looking for a relaxing and enjoyable stay in San Juan.",Accomodation,"INN TAYON ELYU exceeded my expectations, and I highly recommend it to anyone looking for a relaxing and enjoyable stay in San Juan.",inn tayon elyu exceeded expectation highly recommend anyone looking relaxing enjoyable stay san juan,0.0,0.553,0.447,0.8357,positive
Reply,????????,2024-10-02,"Surfing in Elyu was exhilarating, but the waves were a little stronger than I expected.",Experience,"Surfing in Elyu was exhilarating, but the waves were a little stronger than I expected.",surfing elyu exhilarating wave little stronger expected,0.0,0.5,0.5,0.6133,positive
Post,Dominic Pelayo,2020-08-23,"San Juan Surf Resort is perfect for surfers, with great food and friendly staff to top it all off.",Experience,"San Juan Surf Resort is perfect for surfers, with great food and friendly staff to top it all off.",san juan surf resort perfect surfer great food friendly staff top,0.0,0.354,0.646,0.9153,positive
Reply,GourmetMark,2022-01-08,"The food at Kabsat was a bit too salty, and the service was lacking.",Food,"The food at Kabsat was a bit too salty, and the service was lacking.",food kabsat bit salty service lacking,0.0,1.0,0.0,0.0,positive
Post,Jasmine Anne Lim,2021-05-28,The staff at Surf Shack were super helpful! They made my surfing experience unforgettable!  ,Experience,The staff at Surf Shack were super helpful! They made my surfing experience unforgettable!,staff surf shack super helpful made surfing experience unforgettable,0.0,0.511,0.489,0.7717,positive
Post,Nico Villafuerte,2024-08-18,El Union CoffeeÆs cold brew is the best pick-me-up after a tiring day at the beach.,Experience,El Union CoffeeÆs cold brew is the best pick-me-up after a tiring day at the beach.,el union coffeeæs cold brew best pickmeup tiring day beach,0.0,0.682,0.318,0.6369,positive
Tweet,Amelia Jane De Leon,2022-10-19,"Enjoy the perfect blend of waves, great food, and cozy accommodations in San Juan, La Union.",Experience,"Enjoy the perfect blend of waves, great food, and cozy accommodations in San Juan, La Union.",enjoy perfect blend wave great food cozy accommodation san juan la union,0.0,0.45,0.55,0.9001,positive
Post,Jasmine Mae Salcedo,2019-11-12,"Highly recommended! The place was spacious, clean, and beautiful. The hosts were very accommodating.",Acommodation,"Highly recommended! The place was spacious, clean, and beautiful. The hosts were very accommodating.",highly recommended place spacious clean beautiful host accommodating,0.0,0.365,0.635,0.8268,positive
Reply,Javier,2024-07-31,babe seriously let's go to elyu!!! Forget about bicol!,Experience,babe seriously let's go to elyu!!! Forget about Bicol!,babe seriously let go elyu forget bicol,0.419,0.581,0.0,-0.3818,negative
Post,Marithony Gamazon,2023-04-10,"thank you EMO Transient Inn for providing a very nice and cozy place for us, 10/10",Accomodation,"thank you EMO Transient Inn for providing a very nice and cozy place for us, 10/10",thank emo transient inn providing nice cozy place u 1010,0.0,0.602,0.398,0.6486,positive
Post,Cesar Delos Santos,2020-11-02,Enjoyed breakfast at Kahuna. The beachfront view is unbeatable!,Food,Enjoyed breakfast at Kahuna. The beachfront view is unbeatable!,enjoyed breakfast kahuna beachfront view unbeatable,0.0,0.602,0.398,0.5106,positive
Post,Merly Camaddo,2023-12-29,"This place is amazing! Thank you so much for the great service kahit andami naming request lol may God bless you and keep this place safe always
See you again",Accomodation,"This place is amazing! Thank you so much for the great service even though we have many requests lol may God bless you and keep this place safe always
See you again",place amazing thank much great service even though many request lol may god bless keep place safe always see,0.0,0.364,0.636,0.9638,positive
Tweet,Calvin Victor Dela Cruz,2023-12-21,I love how friendly everyone is in San Juanùfeels like home.,Experience,I love how friendly everyone is in San Juanùfeels like home.,love friendly everyone san juanùfeels like home,0.0,0.288,0.712,0.872,positive
Post,Paolo Paulino,2023-09-03,"Nice place to stay in Elyu! Great staff, room and services. Worth the money! Five stars!",Accomodation,"Nice place to stay in Elyu! Great staff, room and services. Worth the money! Five stars!",nice place stay elyu great staff room service worth money five star,0.0,0.506,0.494,0.8316,positive
Tweet,Hannah,2023-10-08,"La UnionÆs surf scene is the best, but the noise from the beach parties at night can be frustrating.",Activities,"La UnionÆs surf scene is the best, but the noise from the beach parties at night can be frustrating.",la unionæs surf scene best noise beach party night frustrating,0.173,0.417,0.411,0.6124,positive
Tweet,Ian Mark Lim,2019-02-10,Surfing adventures await you in SJ! DonÆt forget to eat!,Experience,Surfing adventures await you in SJ! Don't forget to eat!,surfing adventure await sj dont forget eat,0.0,0.427,0.573,0.5213,positive
Reply,troye,2024-06-17,Ganda na ng bagong Hara what if elyu next weekend?,Accomodation,The new Hara is good what if elyu next weekend?,new hara good elyu next weekend,0.0,0.633,0.367,0.4404,positive
Post,Valenzuela Dine,2024-05-06,"Highly recommend Casa Benito! The Juan Sumulong High School-Non Teaching Personnel (JSHS-NTP) recently conducted its Team Building Activity in this Resort and it was a great place to stay in! 
10/10 will return again!",Accomodation,"Highly recommend Casa Benito! The Juan Sumulong High School-Non Teaching Personnel (JSHS-NTP) recently conducted its Team Building Activity in this Resort and it was a great place to stay in! 
10/10 will return again!",highly recommend casa benito juan sumulong high schoolnon teaching personnel jshsntp recently conducted team building activity resort great place stay 1010 return,0.0,0.744,0.256,0.7841,positive
Post,Loren Jaeh Antonio,2024-05-06,They are very accommodating and talk quickly. We arrived there a little early and asked if we could check in earlier and yes they checked us in earlier at no charge (thank you).,Accomodation,They are very accommodating and talk quickly. We arrived there a little early and asked if we could check in earlier and yes they checked us in earlier at no charge (thank you).,accommodating talk quickly arrived little early asked could check earlier yes checked u earlier charge thank,0.0,0.729,0.271,0.6369,positive
Post,Mry L S°nderstgaard Clausen,2022-02-22,"Recently I ordered some cupcakes as a gift to my mom for her retirement. Waves æn Cakes always delivers!!! Super nice looking cupcakes - mom almost did notwant to eat kasi too pretty to eat daw! Hehe. It also tasted as good as it looked daw. Til next time sir! .

Highly recommended!",Food,"Recently I ordered some cupcakes as a gift to my mom for her retirement. Waves æn Cakes always delivers!!! Super nice looking cupcakes - mom almost didn't want to eat because they said they were too pretty to eat! Hehe. It also tasted as good as it looked. Till next time sir! .

Highly recommended!",recently ordered cupcake gift mom retirement wave æn cake always delivers super nice looking cupcake mom almost didnt want eat said pretty eat hehe also tasted good looked till next time sir highly recommended,0.0,0.589,0.411,0.9505,positive
Post,Rochette Mabansag-Eusebio,2019-05-07,"We stayed at the 2nd level and the room was cool and comfy. The toilet and shower rooms are inside the bedroom so it's easy to get stuffs in case you forget something, like towel. Hehe. Amazing view at the roof top. It's a nice place to watch sunset.  Staffs and owners are also friendly and accomodating. Thank you! Had a wonderful experience. We will surely stay at your place next time we go back to LU .",Accomodation,"We stayed at the 2nd level and the room was cool and comfortable. The toilet and shower rooms are inside the bedroom so it's easy to get stuff in case you forget something, like a towel. Hehe. Amazing view at the roof top. It's a nice place to watch the sunset.  Staffs and owners are also friendly and accomodating. Thank you! Had a wonderful experience. We will surely stay at your place next time we go back to LU.",stayed 2nd level room cool comfortable toilet shower room inside bedroom easy get stuff case forget something like towel hehe amazing view roof top nice place watch sunset staff owner also friendly accomodating thank wonderful experience surely stay place next time go back lu,0.029,0.488,0.483,0.9814,positive
Tweet,Leia Domingo,2022-06-06,Paddleboarding was not as fun as I thought; too many people around.,Experience,Paddleboarding was not as fun as I thought; too many people around.,paddleboarding fun thought many people around,0.0,0.602,0.398,0.5106,positive
Tweet,Emmanuel ?,2023-01-29,"We had fun at Hara, La Union! What happened in Elyu, stays in Elyu.",Accomodation,"We had fun at Hara, La Union! What happened in Elyu, stays in Elyu.",fun hara la union happened elyu stay elyu,0.0,0.68,0.32,0.5106,positive
Post,Laica Lunish Ileto,2022-09-19,"Amazing burgers! A MUST try in elyu. My favourite is BBLT. It's mouth watering, good beef patty with fresh veggies and amazing sauce. Be sure to visit them when you travel to La Union.",Food,"Amazing burgers! A MUST try in elyu. My favorite is BBLT. It's mouth watering, good beef patty with fresh veggies and amazing sauce. Be sure to visit them when you travel to La Union.",amazing burger must try elyu favorite bblt mouth watering good beef patty fresh veggie amazing sauce sure visit travel la union,0.0,0.453,0.547,0.9524,positive
Post,April Torres,2022-01-11,"I recommend Amita's Guest House. The staff is incredibly welcoming, making for a comfy stay. We will definitely be back.",Acommodation,"I recommend Amita's Guest House. The staff is incredibly welcoming, making for a comfortable stay. We will definitely be back.",recommend amitas guest house staff incredibly welcoming making comfortable stay definitely back,0.0,0.401,0.599,0.8991,positive
Post,Jenzell Libunao,2023-11-28,"The bestà! Hands-on ang owners, they make sure comfortable ang stay ng guests nilaà you may approach them anytime dor requests or concerns. 
Babalik balikanà.
Two thumbs upà.Æ",Accomodation,"The bestà! The owners are hands-on, they make sure the stay of their guests is comfortable, you may approach them anytime dor requests or concerns. 
Will come back again.
Two thumbs up",bestà owner handson make sure stay guest comfortable may approach anytime dor request concern come back two thumb,0.0,0.741,0.259,0.6808,positive
Tweet,Nikzz,2022-03-12,The beach jam in SJ was chaotic with overpriced drinks and poor music quality.,Activities,The beach jam in SJ was chaotic with overpriced drinks and poor music quality.,beach jam sj chaotic overpriced drink poor music quality,0.474,0.526,0.0,-0.743,negative
Tweet,LydiaMendez,2023-10-05,Just enjoyed a sunset picnic with friends at San JuanÆs beautiful beach.,Experience,Just enjoyed a sunset picnic with friends at San Juan's beautiful beach.,enjoyed sunset picnic friend san juans beautiful beach,0.0,0.325,0.675,0.886,positive
Post,Adela Catbagan,2019-10-13,An excellent place to relax with families! I love that place and hope to have some family outing out there!!!,Accomodation,An excellent place to relax with families! I love that place and hope to have some family outing out there!!!,excellent place relax family love place hope family outing,0.0,0.267,0.733,0.9287,positive
Tweet,1Drewme,2022-07-22,Many travelers recommend Balai Tino Villas for its serene environment.,Accomodation,Many travelers recommend Balai Tino Villas for its serene environment.,many traveler recommend balai tino villa serene environment,0.0,0.522,0.478,0.6705,positive
Post,Nadine Anne Dela Cruz,2022-03-26,Best experience! The staff is friendly and accommodating; the place is clean and has a cozy vibe.,Experience,Best experience! The staff is friendly and accommodating; the place is clean and has a cozy vibe.,best experience staff friendly accommodating place clean cozy vibe,0.0,0.373,0.627,0.8779,positive
Post,Joms Miranda,2024-03-20,I feel relaxed everytime Im on a beach! Natural Beauty! Sounds of water!,Activities,I feel relaxed every time Im on a beach! Natural Beauty! Sounds of water!,feel relaxed every time im beach natural beauty sound water,0.0,0.424,0.576,0.8591,positive
Tweet,dndleflms,2023-07-25,"The sun, surf, and beach parties in San Juan La Union are a perfect combination for a great weekend escape.",Activities,"The sun, surf, and beach parties in San Juan La Union are a perfect combination for a great weekend escape.",sun surf beach party san juan la union perfect combination great weekend escape,0.0,0.425,0.575,0.9042,positive
Reply,Kiana Tolentino,2022-10-12,Paddleboarding in Elyu was underwhelmingùthe water wasnÆt clear and it felt crowded.,Experience,Paddleboarding in Elyu was underwhelmingùthe water wasnÆt clear and it felt crowded.,paddleboarding elyu underwhelmingùthe water wasnæt clear felt crowded,0.0,0.729,0.271,0.3818,positive
Post,Raquel Araral,2024-07-17,"Very big house, clean, super bait Pau the caretaker, just a few minutes walk to the beach, she even helped arrange for our surfing lessons! Perfect place to relax with families and friends! One couldn't ask for more!",Accomodation,"Very big house, clean, super friendly Pau the caretaker, just a few minutes walk to the beach, she even helped arrange for our surfing lessons! Perfect place to relax with families and friends! One couldn't ask for more!",big house clean super friendly pau caretaker minute walk beach even helped arrange surfing lesson perfect place relax family friend one couldnt ask,0.0,0.464,0.536,0.9618,positive
Post,Maria Elena Aqui LaFever,2019-02-15,very nice place and nice ambiance. food was really great!. will come back for more ,Food,very nice place and nice ambiance. food was really great! will come back for more,nice place nice ambiance food really great come back,0.0,0.375,0.625,0.8748,positive
Post,Donn Panlilio,2020-05-29,Tried the Inferno and parmesan cheese flavors! Mucho delisyoso!,Food,Tried the Inferno and parmesan cheese flavors! So delicious!,tried inferno parmesan cheese flavor delicious,0.0,0.575,0.425,0.5719,positive
Tweet,fatih,2021-04-30,"During my stay, I made it a point to explore the local souvenir shops. I found some unique handcrafted items that truly captured the spirit of San Juan La Union. The artisans are incredibly talented, and I loved supporting local businesses.",Experience,"During my stay, I made it a point to explore the local souvenir shops. I found some unique handcrafted items that truly captured the spirit of San Juan La Union. The artisans are incredibly talented, and I loved supporting local businesses.",stay made point explore local souvenir shop found unique handcrafted item truly captured spirit san juan la union artisan incredibly talented loved supporting local business,0.0,0.563,0.437,0.9386,positive
Reply,Colton de Leon,2023-10-10,"Beach days in Elyu are unmatched. From bagnet to sunsets, IÆm planning my return already!",Experience,"Beach days in Elyu are unmatched. From bagnet to sunsets, I'm planning my return already!",beach day elyu unmatched bagnet sunset im planning return already,0.126,0.874,0.0,-0.0772,negative
Post,Manuel Miguel Calma Icasiano III,2023-01-30,Perfect place to dine and relax.,Accomodation,Perfect place to dine and relax.,perfect place dine relax,0.0,0.233,0.767,0.765,positive
Post,Len Santos,2024-10-10,"Loving the sunset of elyu, missing surfing :))",Experience,"Loving the sunset of elyu, missing surfing :))",loving sunset elyu missing surfing,0.242,0.33,0.429,0.4019,positive
Post,Jackie Criens,2022-03-12,"I love the natural taste of the all time favorite bagnet. From sinigang, kare kare, crispy bagnet! name it all they have it! Plus the price? it is affordable!!! Thank you Dalikan Bagnet Atbp.",Food,"I love the natural taste of the all time favorite bagnet. From porridge, kare kare, crispy bagnet! name it all they have it! Plus the price? it's affordable!!! Thank you Dalikan Bagnet Etc.",love natural taste time favorite bagnet porridge kare kare crispy bagnet name plus price affordable thank dalikan bagnet etc,0.0,0.551,0.449,0.9042,positive
Post,Gerly Casinto-Alamar,2023-09-20,We had a lovely stay here. The room was clean and had an industrial beach vibe. Plus plus points for allowing our fur baby with us. Highly recommended!,Accomodation,We had a lovely stay here. The room was clean and had an industrial beach vibe. Plus plus points for allowing our fur baby with us. Highly recommended!,lovely stay room clean industrial beach vibe plus plus point allowing fur baby u highly recommended,0.0,0.602,0.398,0.8221,positive
Post,Lianne Flores,2024-01-29,"Overall, our three-day, two-night vacation was a perfect escape!",Acommodation,"Overall, our three-day, two-night vacation was a perfect escape!",overall threeday twonight vacation perfect escape,0.0,0.426,0.574,0.6597,positive
Tweet,thecuriouscase,2024-06-19,El ChapoÆs staff seemed uninterested in providing any level of service.,Food,El Chapo's staff seemed uninterested in providing any level of service.,el chapos staff seemed uninterested providing level service,0.0,1.0,0.0,0.0,positive
Tweet,GabrielleDeLeon,2021-11-11,They spent the day exploring the historic sites in San Juanùso much to learn!,Experience,They spent the day exploring the historic sites in San Juanùso much to learn!,spent day exploring historic site san juanùso much learn,0.0,1.0,0.0,0.0,positive
Tweet,Kenny,2022-04-18,Sobrang sarap sa Masa Bakehouse,Food,It's so delicious at Masa Bakehouse,delicious masa bakehouse,0.0,0.351,0.649,0.5719,positive
Tweet,Shamar Perez,2022-10-17,"Surf paddling in Elyu was a bit of a challenge, but catching a wave felt amazing.",Experience,"Surf paddling in Elyu was a bit of a challenge, but catching a wave felt amazing.",surf paddling elyu bit challenge catching wave felt amazing,0.0,0.579,0.421,0.6249,positive
Tweet,Dorien Martinez,2023-07-20,The beach in San Juan had too many people; it wasnÆt the peaceful experience I was hoping for.,Experience,The beach in San Juan had too many people; it wasn't the peaceful experience I was hoping for.,beach san juan many people wasnt peaceful experience hoping,0.415,0.585,0.0,-0.6072,negative
Reply,??????????,2024-06-03,Surf paddling in San Juan was so rewarding once I got the hang of balancing.,Experience,Surf paddling in San Juan was so rewarding once I got the hang of balancing.,surf paddling san juan rewarding got hang balancing,0.0,0.673,0.327,0.5267,positive
Reply,kaena,2024-07-18,thank you elyu for the unforgettable moments,Experience,thank you elyu for the unforgettable moments,thank elyu unforgettable moment,0.0,0.545,0.455,0.3612,positive
Post,Huab KhEnt BrYner,2024-06-12,"The rooms and kitchen are worth it.  Their staffs are accomodating. Even the beach view is worth it, so go there",Accomodation,"The rooms and kitchen are worth it.  Their staffs are accomodating. Even the beach view is worth it, so go there",room kitchen worth staff accomodating even beach view worth go,0.0,0.678,0.322,0.4215,positive
Tweet,Oliver,2023-09-25,Exploring the historical sites in San Juan. So much rich culture!,Activities,Exploring the historical sites in San Juan. So much rich culture!,exploring historical site san juan much rich culture,0.0,0.66,0.34,0.5574,positive
Tweet,Sienna Mae Dela Cruz,2020-01-03,IÆll save you a spot on the sand and maybe a seat next to me at one of San JuanÆs best restaurants.,Experience,IÆll save you a spot on the sand and maybe a seat next to me at one of San JuanÆs best restaurants.,iæll save spot sand maybe seat next one san juanæs best restaurant,0.0,0.575,0.425,0.8126,positive
Tweet,Isaac Castillo,2023-09-05,Morning runs along the shoreline in Elyu are my favorite way to clear my mind. The ocean view is unbeatable in Urbiztondo!,Experience,Morning runs along the shoreline in Elyu are my favorite way to clear my mind. The ocean view is unbeatable in Urbiztondo!,morning run along shoreline elyu favorite way clear mind ocean view unbeatable urbiztondo,0.0,0.663,0.337,0.6808,positive
Post,Ichu Molina,2024-04-03,Thoughtful amenities ╖ Family-friendly ╖ Helpful concierge ╖  Good room service,Accomodation,Thoughtful amenities ╖ Family-friendly ╖ Helpful concierge ╖ Good room service,thoughtful amenity familyfriendly helpful concierge good room service,0.0,0.376,0.624,0.8074,positive
Tweet,Ezra Perez,2022-09-30,"Flotsam & Jetsam Hostel has a fun atmosphere, although cleanliness could be better.",Accomodation,"Flotsam & Jetsam Hostel has a fun atmosphere, although cleanliness could be better.",flotsam jetsam hostel fun atmosphere although cleanliness could better,0.0,0.53,0.47,0.7351,positive
Post,Kyle Dee Estilloreá,2024-07-07,"Malinis at mabango yung room and cr, mababait sobra yung mga staff. Babalik po ulit kami.",Accomodation,"The room and cr are clean and fragrant, the staff are very kind. We will come back again.",room cr clean fragrant staff kind come back,0.0,0.496,0.504,0.7269,positive
Post,Alexander Supertramp,2019-01-22,"it is our favorite place to hangout, chill and enjoy the ocean in La Union. Closest thing to Paradise.",Activities,"it is our favorite place to hangout, chill and enjoy the ocean in La Union. Closest thing to Paradise.",favorite place hangout chill enjoy ocean la union closest thing paradise,0.0,0.435,0.565,0.886,positive
Post,Princess Angantap Minalang,2024-01-18,I like how they approach us kahit na pumunta lang kami for some funshoots ang humble ng owner at ng stuff ,Food,I like how they approach us even if we just go for some funshoots the owner and the staff are humble,like approach u even go funshoots owner staff humble,0.0,0.762,0.238,0.3612,positive
Tweet,tricia | Team Eva Le Queen ??????,2023-11-26,Dis is the 2nd time I went to elyu for a show. Gago ansaya talaga ng crowd sa Hara tapos ka bond mo pa yung kweens hahaha & I say tao lang din sila nag eenjoy!! Siguro out of drag pa rin they enjoy the most,Accomodation,Dec is the 2nd time I went to Elyu for a show. The crowd at Hara is really fun and then you bond with the queens hahaha & I say they are just people enjoying themselves!! Maybe out of drag they still enjoy the most,dec 2nd time went elyu show crowd hara really fun bond queen hahaha say people enjoying maybe drag still enjoy,0.062,0.489,0.449,0.9168,positive
Post,Gem Chivaz Black,2021-12-29,"Thank you Oceanaire Glamping Resort! We are so much welcomed and very much occomodated during our stay in your resort. The staff is so friendly especially Ryan and the guy(sorry nakalimutan ko ask name nya) na nagsindi ng aming camp fire and BBQ Grill. The receptionist(Ladies) very welcoming vibe the Gaurd asking us if we are okay. If you want a quiet and peaceful place Oceanaire Glamping Resort is the place to be. Very affordable and every penny that you spent is worth it. Thank you again and surely we will come back. 

PS. babalik padin kami kahit napagkamalan kami nag bebenta ng BBQ sa tabi ng dagat. hehehe.",Accomodation,"Thank you Oceanaire Glamping Resort! We are so much welcomed and very much accommodated during our stay in your resort. The staff is so friendly especially Ryan and the guy (sorry I forgot to ask his name) who lit our camp fire and BBQ Grill. The receptionist(Ladies) very welcoming vibe the Gaurd asking us if we are okay. If you want a quiet and peaceful place Oceanaire Glamping Resort is the place to be. Very affordable and every penny that you spend is worth it. Thank you again and surely we will come back. 

P.S. we will come back even though we were mistakenly selling BBQ by the sea. haha.",thank oceanaire glamping resort much welcomed much accommodated stay resort staff friendly especially ryan guy sorry forgot ask name lit camp fire bbq grill receptionistladies welcoming vibe gaurd asking u okay want quiet peaceful place oceanaire glamping resort place affordable every penny spend worth thank surely come back p come back even though mistakenly selling bbq sea haha,0.079,0.565,0.356,0.9614,positive
Post,Ai Hernandezá,2020-01-26,VERY BAD CUSTOMER SERVICE AND FOOD SERVICE EXPERIENCE,Accomodation,VERY BAD CUSTOMER SERVICE AND FOOD SERVICE EXPERIENCE,bad customer service food service experience,0.412,0.588,0.0,-0.5423,negative
Tweet,raVenbeau,2021-05-30,"I loved the barbeque by the shore, but it got a bit chaotic with everyone trying to get food at the same time. It was worth it, though, for the tasty grilled dishes.",Activities,"I loved the barbeque by the shore, but it got a bit chaotic with everyone trying to get food at the same time. It was worth it, though, for the tasty grilled dishes.",loved barbeque shore got bit chaotic everyone trying get food time worth though tasty grilled dish,0.145,0.591,0.264,0.3818,positive
Post,Anastasißra Vol?ozec?,2024-06-16,"I do not recommend this place as I heard alot of people were scammed and the pictures they post on their page are not true, I have visited this place and it looks nothing like the pictures at all.",Accomodation,"I do not recommend this place as I heard a lot of people were scammed and the pictures they post on their page are not true, I have visited this place and it looks nothing like the pictures at all.",recommend place heard lot people scammed picture post page true visited place look nothing like picture,0.103,0.637,0.26,0.4922,positive
Reply,Odalys delos Santos,2022-10-04,"The nightlife in Elyu was fun, but some of the bars were way too crowded for comfort.",Experience,"The nightlife in Elyu was fun, but some of the bars were way too crowded for comfort.",nightlife elyu fun bar way crowded comfort,0.0,0.463,0.537,0.7003,positive
Post,Angelo Niones,2019-11-24,Not recommended transient house..,Accomodation,Not recommended transient house..,recommended transient house,0.0,0.526,0.474,0.2023,positive
Reply,Lilith ?? | ?????????? ??????????,2023-06-10,"The beach in Elyu is a great spot for relaxing with friends, especially in the afternoons.",Experience,"The beach in Elyu is a great spot for relaxing with friends, especially in the afternoons.",beach elyu great spot relaxing friend especially afternoon,0.0,0.323,0.677,0.8885,positive
Reply,romarunninwild,2024-10-23,Surfing in San Juan was thrilling; itÆs something IÆll remember forever.,Experience,Surfing in San Juan was thrilling; itÆs something IÆll remember forever.,surfing san juan thrilling itæs something iæll remember forever,0.0,0.721,0.279,0.4767,positive
Post,Airish Yap,2022-08-29,"Thoughtful amenities, Spacious rooms, Good room service, Great hotel bar, Large suites, Design hotel, Helpful concierge, Family-friendly, and Quiet rooms",Accomodation,"Thoughtful amenities, Spacious rooms, Good room service, Great hotel bar, Large suites, Design hotel, Helpful concierge, Family-friendly, and Quiet rooms",thoughtful amenity spacious room good room service great hotel bar large suite design hotel helpful concierge familyfriendly quiet room,0.0,0.547,0.453,0.9081,positive
Post,Coffee Rumble,2023-05-14,"looked for a restau that serves breakfast, so eto nakita namin. love the food naman. medyo nairita lang ako nang slight sa spanish latte. im very sure that i ordered ICED SPANISH LATTE, but they served it hot. so i asked for ice and a staff came outside to buy, wala raw. so sabi ko pa take out na lang para ako ang mag lagay ng ice. then after we ate, naghanap ako ng ice, buti may nahanap ako. their spanish latte is good naman, na bad trip lang ako dun sa unang sinerve na hot hehe. but good job kay sir na very accomodating. we were both civil naman at walang ala-Karen na naganap hahahah. pero i ordered it iced talaga wahaha emee di maka move on. anyway will still recco this!",Food,"looked for a restau that serves breakfast, so this is what we found. I love the food. I was just slightly irritated by the spanish latte. im very sure that i ordered ICED SPANISH LATTE, but they served it hot. so i asked for ice and a staff came outside to buy, they said there was none. so I said just take out so I can put ice on it. then after we ate, I looked for ice, but I found something. their spanish latte is good, I just had a bad trip there the first time it was served hot hehe. but good job sir who is very accomodating. we were both civil and nothing like Karen happened hahahah. but i ordered it really iced wahaha emee can't move on. anyway will still recco this!",looked restau serf breakfast found love food slightly irritated spanish latte im sure ordered iced spanish latte served hot asked ice staff came outside buy said none said take put ice ate looked ice found something spanish latte good bad trip first time served hot hehe good job sir accomodating civil nothing like karen happened hahahah ordered really iced wahaha emee cant move anyway still recco,0.104,0.741,0.154,0.6102,positive
Tweet,Jean Najera,2022-05-15,"Barhopping in San Juan is full of unique spots that make for a fun, adventurous night.",Experience,"Barhopping in San Juan is full of unique spots that make for a fun, adventurous night.",barhopping san juan full unique spot make fun adventurous night,0.0,0.584,0.416,0.6908,positive
Post,Procy Aranda,2019-11-16,"Nice place to relax, nice staff, clean restrooms, clean surroundings.
Peaceful place.",Activities,"Nice place to relax, nice staff, clean restrooms, clean surroundings.
Peaceful place.",nice place relax nice staff clean restroom clean surroundings peaceful place,0.0,0.226,0.774,0.9442,positive
Tweet,Me'an ????,2024-06-03,Hello Elyu! Ang init mo beh!,Experience,Hello Elyu! You're so hot!,hello elyu youre hot,0.0,1.0,0.0,0.0,positive
Post,Jahren Gayle Macadangdang-Calabiao,2023-08-20,Aesthetic ambience and clean rooms Very accommodating staff recommendable to family and friends Will definitely come back here one day. ,Accomodation,Aesthetic ambience and clean rooms Very accommodating staff recommendable to family and friends Will definitely come back here one day.,aesthetic ambience clean room accommodating staff recommendable family friend definitely come back one day,0.0,0.561,0.439,0.8225,positive
